customer_id,signup_date,age,gender,city,education_level,employment_status,monthly_income,monthly_bill,internet_usage_gb,call_minutes,contract_type,support_tickets,customer_feedback,churn
10614,2020-09-05,64,Female,Rawalpindi,Bachelor,Employed,49015.0,6412.0,16.8,256.0,Monthly,0,Frequent call drops in my area,0
10615,2020-09-06,69,Male,Faisalabad,Bachelor,Self-Employed,58004.0,14341.0,12.8,160.0,12-Month,0,Billing issues occurred multiple times,0
10616,2020-09-07,45,Female,Peshawar,Primary,Student,39965.0,2557.0,18.5,184.0,12-Month,4,Internet speed is very slow,1
10617,2020-09-08,53,Male,Hyderabad,Secondary,Employed,31327.0,6483.0,21.7,107.0,Monthly,0,Satisfied with the service,0
10618,2020-09-09,32,Female,Multan,Primary,Self-Employed,43872.0,5299.0,31.1,84.0,Monthly,0,Billing issues occurred multiple times,0
10619,2020-09-10,40,Male,Islamabad,Secondary,Unemployed,28503.0,3510.0,6.2,68.0,12-Month,2,Frequent call drops in my area,0
10620,2020-09-11,43,Female,Quetta,Bachelor,Retired,39432.0,5916.0,19.1,131.0,Monthly,1,Billing issues occurred multiple times,0
10621,2020-09-12,43,Female,Sialkot,Bachelor,Employed,47144.0,15779.0,27.6,447.0,6-Month,4,Too expensive compared to competitors,1
10622,2020-09-13,64,Female,Sialkot,Secondary,Employed,9393.0,1970.0,5.8,195.0,Monthly,3,Internet speed is very slow,1
10623,2020-09-14,48,Female,Lahore,Bachelor,Employed,46509.0,8171.0,30.5,150.0,6-Month,1,Happy with data packages,0
10624,2020-09-15,60,Female,Quetta,Primary,Employed,73204.0,7487.0,9.0,231.0,Monthly,0,Network quality is good overall,0
10625,2020-09-16,30,Male,Karachi,Master,Employed,64999.0,1732.0,23.8,283.0,6-Month,3,Too expensive compared to competitors,1
10626,2020-09-17,64,Female,Rawalpindi,Master,Employed,10272.0,6075.0,13.9,118.0,Monthly,0,Network quality is good overall,0
10627,2020-09-18,63,Female,Quetta,Master,Self-Employed,17719.0,2891.0,19.0,98.0,12-Month,0,Happy with data packages,0
10628,2020-09-19,41,Male,Islamabad,Master,Student,18112.0,9881.0,27.6,464.0,Monthly,0,Satisfied with the service,0
10629,2020-09-20,56,Female,Gujranwala,Bachelor,Employed,35878.0,2165.0,18.6,85.0,6-Month,1,Coverage is poor in my location,0
10630,2020-09-21,42,Female,Multan,Bachelor,Employed,15641.0,3890.0,16.5,250.0,12-Month,2,Service is unreliable during peak hours,0
10631,2020-09-22,40,Male,Hyderabad,Primary,Student,12608.0,8258.0,35.7,83.0,12-Month,0,Satisfied with the service,0
10632,2020-09-23,45,Male,Hyderabad,Master,Employed,23277.0,2611.0,38.8,300.0,Monthly,1,Happy with data packages,0
10633,2020-09-24,20,Female,Sialkot,Master,Self-Employed,48721.0,1720.0,43.9,157.0,6-Month,0,Frequent call drops in my area,0
10634,2020-09-25,68,Male,Rawalpindi,Primary,Employed,43330.0,11570.0,32.2,311.0,Monthly,1,Customer support was helpful,1
10635,2020-09-26,36,Male,Karachi,Primary,Employed,37506.0,12245.0,2.1,182.0,Monthly,0,Network quality is good overall,1
10636,2020-09-27,61,Female,Rawalpindi,Secondary,Self-Employed,21347.0,7280.0,7.8,128.0,6-Month,0,Coverage is poor in my location,0
10637,2020-09-28,55,Female,Islamabad,Master,Employed,18147.0,4796.0,30.6,91.0,Monthly,1,Network quality is good overall,1
10638,2020-09-29,35,Female,Gujranwala,Bachelor,Self-Employed,17209.0,4935.0,6.7,15.0,12-Month,2,Satisfied with the service,0
10639,2020-09-30,35,Male,Gujranwala,Bachelor,Employed,26818.0,2777.0,7.0,213.0,Monthly,0,Happy with data packages,0
10640,2020-10-01,22,Female,Faisalabad,Secondary,Self-Employed,13683.0,4978.0,16.0,72.0,Monthly,0,Too expensive compared to competitors,0
10641,2020-10-02,43,Male,Sialkot,Master,Self-Employed,29988.0,6978.0,21.1,352.0,6-Month,0,Internet speed is very slow,0
10642,2020-10-03,47,Male,Peshawar,Primary,Student,24965.0,2345.0,25.3,124.0,Monthly,0,Too expensive compared to competitors,0
10643,2020-10-04,29,Male,Peshawar,Bachelor,Employed,21661.0,6754.0,11.3,140.0,12-Month,1,Internet speed is very slow,0
10644,2020-10-05,55,Male,Hyderabad,Primary,Student,26345.0,1854.0,27.9,165.0,Monthly,2,Happy with data packages,1
10645,2020-10-06,49,Female,Quetta,Bachelor,Employed,33799.0,11253.0,21.4,342.0,12-Month,2,Satisfied with the service,0
10646,2020-10-07,21,Male,Sialkot,Master,Self-Employed,27519.0,5756.0,10.6,65.0,Monthly,0,Internet speed is very slow,0
10647,2020-10-08,48,Female,Karachi,Secondary,Unemployed,7148.0,9326.0,18.9,103.0,Monthly,3,Internet speed is very slow,1
10648,2020-10-09,31,Female,Faisalabad,Bachelor,Retired,38210.0,4230.0,20.4,223.0,12-Month,1,Billing issues occurred multiple times,0
10649,2020-10-10,23,Male,Faisalabad,Bachelor,Student,38107.0,8150.0,19.1,191.0,12-Month,2,Customer support was helpful,0
10650,2020-10-11,57,Female,Rawalpindi,Primary,Self-Employed,41628.0,1302.0,22.3,156.0,Monthly,2,Frequent call drops in my area,1
10651,2020-10-12,18,Male,Multan,Secondary,Self-Employed,70954.0,12558.0,7.9,147.0,Monthly,1,Satisfied with the service,0
10652,2020-10-13,60,Female,Karachi,Master,Student,15205.0,1140.0,3.0,59.0,Monthly,1,Too expensive compared to competitors,1
10653,2020-10-14,62,Female,Rawalpindi,Master,Self-Employed,34024.0,6226.0,32.2,125.0,Monthly,2,Billing issues occurred multiple times,1
10654,2020-10-15,33,Male,Multan,PhD,Retired,19429.0,3560.0,6.8,153.0,12-Month,4,Frequent call drops in my area,1
10655,2020-10-16,54,Female,Rawalpindi,Bachelor,Employed,55936.0,4462.0,46.3,360.0,6-Month,0,Internet speed is very slow,0
10656,2020-10-17,62,Female,Faisalabad,Secondary,Student,12264.0,2506.0,15.3,324.0,Monthly,1,Billing issues occurred multiple times,0
10657,2020-10-18,31,Male,Sialkot,Secondary,Employed,22504.0,2339.0,13.0,49.0,6-Month,2,Happy with data packages,0
10658,2020-10-19,50,Male,Multan,Master,Employed,37242.0,7074.0,25.4,211.0,12-Month,1,Customer support was helpful,0
10659,2020-10-20,50,Female,Lahore,Master,Student,24181.0,8643.0,39.4,69.0,Monthly,3,Network quality is good overall,1
10660,2020-10-21,29,Male,Multan,Bachelor,Unemployed,23793.0,3814.0,15.8,142.0,12-Month,2,Service is unreliable during peak hours,0
10661,2020-10-22,61,Female,Multan,Master,Student,23717.0,9024.0,35.5,197.0,Monthly,2,Satisfied with the service,1
10662,2020-10-23,19,Male,Karachi,Bachelor,Employed,12397.0,1787.0,15.3,167.0,6-Month,0,Service is unreliable during peak hours,0
10663,2020-10-24,50,Male,Gujranwala,Master,Employed,14621.0,3281.0,17.1,62.0,12-Month,2,Customer support was helpful,0
10664,2020-10-25,57,Male,Peshawar,Secondary,Employed,4984.0,12258.0,9.0,153.0,Monthly,2,Too expensive compared to competitors,1
10665,2020-10-26,24,Female,Faisalabad,Bachelor,Employed,12016.0,7774.0,22.4,64.0,6-Month,1,Billing issues occurred multiple times,0
10666,2020-10-27,66,Male,Peshawar,Bachelor,Unemployed,35461.0,2507.0,12.7,144.0,12-Month,2,Happy with data packages,0
10667,2020-10-28,21,Female,Lahore,Secondary,Unemployed,35403.0,8641.0,38.3,269.0,Monthly,2,Happy with data packages,1
10668,2020-10-29,56,Male,Gujranwala,Bachelor,Employed,70235.0,4468.0,9.4,199.0,12-Month,2,Internet speed is very slow,0
10669,2020-10-30,48,Female,Quetta,Primary,Self-Employed,23636.0,6509.0,15.5,160.0,Monthly,1,Service is unreliable during peak hours,1
10670,2020-10-31,22,Male,Sialkot,Bachelor,Student,8669.0,3334.0,8.7,134.0,Monthly,0,Service is unreliable during peak hours,0
10671,2020-11-01,45,Female,Lahore,Primary,Retired,26313.0,5689.0,21.6,329.0,Monthly,2,Satisfied with the service,1
10672,2020-11-02,58,Male,Karachi,Bachelor,Employed,35456.0,1143.0,11.9,179.0,Monthly,1,Frequent call drops in my area,0
10673,2020-11-03,48,Male,Multan,Bachelor,Employed,48880.0,2692.0,16.9,107.0,6-Month,1,Frequent call drops in my area,0
10674,2020-11-04,44,Male,Quetta,Master,Student,117532.0,7298.0,35.7,230.0,6-Month,0,Internet speed is very slow,0
10675,2020-11-05,64,Female,Lahore,Secondary,Employed,18587.0,4153.0,33.3,204.0,12-Month,1,Billing issues occurred multiple times,0
10676,2020-11-06,59,Male,Karachi,Bachelor,Employed,41240.0,3699.0,7.0,156.0,Monthly,0,Too expensive compared to competitors,0
10677,2020-11-07,69,Male,Islamabad,Secondary,Employed,21699.0,1827.0,48.9,86.0,Monthly,2,Satisfied with the service,1
10678,2020-11-08,44,Male,Peshawar,Bachelor,Self-Employed,10502.0,3160.0,34.4,151.0,Monthly,1,Customer support was helpful,1
10679,2020-11-09,45,Female,Quetta,Secondary,Self-Employed,19463.0,7502.0,16.2,314.0,6-Month,1,Network quality is good overall,0
10680,2020-11-10,43,Male,Islamabad,Primary,Employed,15019.0,2764.0,3.8,261.0,Monthly,1,Too expensive compared to competitors,1
10681,2020-11-11,20,Female,Lahore,Master,Employed,22855.0,6162.0,18.0,362.0,Monthly,3,Service is unreliable during peak hours,1
10682,2020-11-12,39,Male,Peshawar,Secondary,Employed,17905.0,5693.0,7.8,56.0,Monthly,0,Network quality is good overall,0
10683,2020-11-13,62,Female,Multan,Master,Employed,81832.0,9129.0,35.1,301.0,6-Month,1,Satisfied with the service,0
10684,2020-11-14,38,Female,Lahore,Bachelor,Employed,31144.0,2768.0,16.9,153.0,Monthly,0,Happy with data packages,0
10685,2020-11-15,28,Male,Quetta,Bachelor,Employed,20185.0,3895.0,20.2,215.0,12-Month,3,Service is unreliable during peak hours,1
10686,2020-11-16,67,Female,Karachi,Master,Employed,42986.0,3581.0,18.2,265.0,Monthly,2,Frequent call drops in my area,1
10687,2020-11-17,51,Male,Multan,Bachelor,Self-Employed,30832.0,2905.0,6.0,57.0,Monthly,1,Frequent call drops in my area,0
10688,2020-11-18,55,Male,Faisalabad,Secondary,Employed,18338.0,6861.0,11.3,174.0,12-Month,0,Frequent call drops in my area,0
10689,2020-11-19,62,Female,Gujranwala,Bachelor,Employed,12378.0,4500.0,6.8,238.0,Monthly,1,Internet speed is very slow,1
10690,2020-11-20,67,Male,Karachi,Secondary,Self-Employed,24326.0,13479.0,18.2,177.0,Monthly,2,Frequent call drops in my area,1
10691,2020-11-21,36,Male,Gujranwala,Secondary,Student,14932.0,5235.0,9.8,181.0,Monthly,0,Service is unreliable during peak hours,0
10692,2020-11-22,63,Female,Peshawar,Primary,Employed,10544.0,14051.0,54.6,384.0,Monthly,0,Happy with data packages,1
10693,2020-11-23,35,Female,Lahore,Master,Unemployed,37499.0,6860.0,14.9,88.0,12-Month,0,Too expensive compared to competitors,0
10694,2020-11-24,64,Female,Lahore,Primary,Student,41465.0,4576.0,19.9,80.0,12-Month,0,Billing issues occurred multiple times,0
10695,2020-11-25,35,Female,Rawalpindi,Bachelor,Employed,70115.0,7834.0,24.2,31.0,12-Month,2,Service is unreliable during peak hours,0
10696,2020-11-26,52,Male,Hyderabad,Secondary,Student,30992.0,6997.0,10.0,338.0,Monthly,0,Frequent call drops in my area,0
10697,2020-11-27,26,Male,Peshawar,PhD,Employed,33265.0,3281.0,5.5,69.0,6-Month,0,Billing issues occurred multiple times,0
10698,2020-11-28,31,Male,Quetta,Bachelor,Student,14340.0,4910.0,16.5,30.0,12-Month,2,Coverage is poor in my location,1
10699,2020-11-29,65,Female,Faisalabad,Bachelor,Employed,41836.0,14030.0,27.9,77.0,Monthly,1,Network quality is good overall,1
10700,2020-11-30,23,Female,Multan,Master,Self-Employed,17452.0,15625.0,31.8,39.0,12-Month,1,Too expensive compared to competitors,0
10701,2020-12-01,40,Male,Peshawar,Secondary,Student,50732.0,6158.0,30.1,194.0,Monthly,0,Service is unreliable during peak hours,0
10702,2020-12-02,58,Female,Rawalpindi,Master,Employed,27644.0,8059.0,10.9,216.0,6-Month,3,Internet speed is very slow,1
10703,2020-12-03,69,Male,Rawalpindi,PhD,Employed,17110.0,5048.0,17.0,178.0,12-Month,2,Satisfied with the service,0
10704,2020-12-04,36,Female,Faisalabad,Bachelor,Self-Employed,14772.0,13057.0,25.1,114.0,6-Month,1,Internet speed is very slow,0
10705,2020-12-05,19,Female,Karachi,Bachelor,Self-Employed,44303.0,5990.0,16.2,51.0,Monthly,1,Customer support was helpful,0
10706,2020-12-06,63,Female,Faisalabad,Secondary,Employed,28780.0,14613.0,4.4,186.0,Monthly,2,Frequent call drops in my area,1
10707,2020-12-07,50,Female,Lahore,Master,Student,13529.0,9153.0,25.8,74.0,Monthly,2,Too expensive compared to competitors,1
10708,2020-12-08,69,Female,Gujranwala,Bachelor,Self-Employed,21084.0,4050.0,7.0,93.0,Monthly,0,Billing issues occurred multiple times,0
10709,2020-12-09,25,Male,Quetta,Bachelor,Unemployed,14710.0,1942.0,4.0,301.0,6-Month,3,Network quality is good overall,1
10710,2020-12-10,22,Female,Sialkot,Bachelor,Employed,68790.0,20336.0,11.7,221.0,Monthly,1,Internet speed is very slow,1
10711,2020-12-11,47,Male,Lahore,Bachelor,Self-Employed,46288.0,8725.0,23.0,78.0,Monthly,0,Satisfied with the service,0
10712,2020-12-12,30,Female,Karachi,Bachelor,Self-Employed,12749.0,7103.0,24.9,251.0,12-Month,1,Satisfied with the service,0
10713,2020-12-13,54,Female,Lahore,Secondary,Employed,138322.0,7574.0,22.1,275.0,Monthly,1,Frequent call drops in my area,0
10714,2020-12-14,18,Male,Islamabad,Secondary,Employed,41482.0,11975.0,13.5,157.0,6-Month,1,Billing issues occurred multiple times,0
10715,2020-12-15,55,Male,Sialkot,PhD,Unemployed,40669.0,3736.0,9.6,199.0,6-Month,3,Happy with data packages,1
10716,2020-12-16,20,Male,Gujranwala,Master,Employed,40879.0,8922.0,22.5,119.0,Monthly,1,Internet speed is very slow,0
10717,2020-12-17,65,Female,Gujranwala,Primary,Student,21963.0,6352.0,37.6,211.0,12-Month,2,Happy with data packages,0
10718,2020-12-18,39,Male,Gujranwala,Bachelor,Employed,31912.0,3758.0,18.3,519.0,Monthly,0,Network quality is good overall,0
10719,2020-12-19,40,Male,Peshawar,Primary,Employed,32259.0,1805.0,58.7,103.0,6-Month,1,Service is unreliable during peak hours,0
10720,2020-12-20,27,Male,Rawalpindi,Bachelor,Self-Employed,28947.0,6553.0,24.9,190.0,Monthly,0,Frequent call drops in my area,0
10721,2020-12-21,48,Male,Faisalabad,Primary,Employed,20331.0,4227.0,20.6,301.0,12-Month,1,Happy with data packages,0
10722,2020-12-22,40,Male,Lahore,Bachelor,Retired,17545.0,7389.0,25.6,178.0,6-Month,1,Service is unreliable during peak hours,0
10723,2020-12-23,41,Male,Lahore,Bachelor,Employed,42362.0,5719.0,9.8,40.0,6-Month,1,Too expensive compared to competitors,0
10724,2020-12-24,61,Female,Lahore,Bachelor,Student,23524.0,4634.0,48.4,238.0,Monthly,3,Network quality is good overall,1
10725,2020-12-25,28,Female,Quetta,Secondary,Employed,45534.0,3849.0,3.9,202.0,12-Month,2,Satisfied with the service,1
10726,2020-12-26,26,Female,Multan,Bachelor,Unemployed,14309.0,6927.0,17.9,189.0,Monthly,2,Satisfied with the service,1
10727,2020-12-27,29,Male,Gujranwala,Primary,Employed,10334.0,9056.0,17.4,55.0,Monthly,1,Internet speed is very slow,1
10728,2020-12-28,57,Male,Islamabad,Bachelor,Retired,48768.0,8020.0,17.0,254.0,6-Month,1,Coverage is poor in my location,0
10729,2020-12-29,21,Male,Karachi,Master,Employed,29786.0,2313.0,50.4,163.0,12-Month,1,Customer support was helpful,0
10730,2020-12-30,65,Female,Rawalpindi,PhD,Employed,11015.0,3548.0,15.2,216.0,6-Month,3,Internet speed is very slow,1
10731,2020-12-31,69,Female,Gujranwala,Bachelor,Employed,23089.0,2769.0,13.2,158.0,12-Month,0,Frequent call drops in my area,0
10732,2021-01-01,25,Female,Islamabad,Bachelor,Employed,30518.0,4208.0,40.4,156.0,6-Month,2,Customer support was helpful,0
10733,2021-01-02,66,Male,Lahore,Secondary,Employed,25001.0,7135.0,10.2,86.0,12-Month,1,Billing issues occurred multiple times,0
10734,2021-01-03,34,Female,Gujranwala,Secondary,Employed,24517.0,4988.0,15.7,23.0,12-Month,1,Too expensive compared to competitors,0
10735,2021-01-04,24,Male,Gujranwala,Bachelor,Unemployed,17681.0,5663.0,7.6,221.0,Monthly,0,Coverage is poor in my location,0
10736,2021-01-05,25,Male,Hyderabad,Primary,Self-Employed,80313.0,8607.0,19.7,205.0,Monthly,0,Service is unreliable during peak hours,0
10737,2021-01-06,31,Female,Multan,Secondary,Student,22546.0,9389.0,15.3,178.0,12-Month,0,Coverage is poor in my location,0
10738,2021-01-07,34,Male,Karachi,Master,Employed,18033.0,14427.0,21.8,306.0,Monthly,0,Billing issues occurred multiple times,0
10739,2021-01-08,20,Female,Quetta,Bachelor,Employed,43751.0,2830.0,22.7,61.0,Monthly,0,Satisfied with the service,0
10740,2021-01-09,57,Female,Karachi,Bachelor,Student,14635.0,7545.0,17.5,268.0,Monthly,0,Frequent call drops in my area,0
10741,2021-01-10,22,Female,Peshawar,Secondary,Employed,30445.0,3343.0,57.6,79.0,12-Month,1,Too expensive compared to competitors,0
10742,2021-01-11,20,Female,Sialkot,Master,Student,23718.0,3944.0,8.8,220.0,6-Month,1,Customer support was helpful,0
10743,2021-01-12,47,Male,Islamabad,Bachelor,Unemployed,17581.0,2460.0,6.2,77.0,Monthly,2,Customer support was helpful,1
10744,2021-01-13,55,Female,Rawalpindi,Bachelor,Student,35047.0,4642.0,31.1,322.0,Monthly,1,Network quality is good overall,0
10745,2021-01-14,31,Female,Sialkot,Master,Unemployed,65583.0,15235.0,35.9,106.0,12-Month,2,Frequent call drops in my area,0
10746,2021-01-15,42,Male,Karachi,Primary,Employed,22740.0,3093.0,27.7,200.0,Monthly,1,Billing issues occurred multiple times,0
10747,2021-01-16,18,Female,Gujranwala,Bachelor,Self-Employed,11569.0,8757.0,8.6,88.0,6-Month,1,Service is unreliable during peak hours,0
10748,2021-01-17,39,Male,Karachi,Bachelor,Employed,6207.0,4633.0,20.6,163.0,Monthly,1,Frequent call drops in my area,1
10749,2021-01-18,53,Female,Peshawar,Secondary,Unemployed,20068.0,4160.0,25.3,276.0,12-Month,0,Happy with data packages,0
10750,2021-01-19,61,Female,Multan,Secondary,Self-Employed,53528.0,2670.0,8.4,60.0,6-Month,4,Satisfied with the service,1
10751,2021-01-20,65,Male,Multan,Master,Employed,15034.0,12696.0,15.0,275.0,Monthly,1,Too expensive compared to competitors,1
10752,2021-01-21,44,Female,Gujranwala,Secondary,Self-Employed,23704.0,18533.0,19.4,296.0,Monthly,1,Billing issues occurred multiple times,1
10753,2021-01-22,47,Female,Peshawar,Primary,Student,49870.0,6112.0,16.0,74.0,Monthly,0,Service is unreliable during peak hours,0
10754,2021-01-23,33,Female,Hyderabad,Bachelor,Employed,32538.0,3255.0,21.2,107.0,6-Month,1,Customer support was helpful,0
10755,2021-01-24,22,Female,Peshawar,Master,Student,47369.0,3490.0,22.3,188.0,6-Month,0,Coverage is poor in my location,0
10756,2021-01-25,39,Male,Karachi,Bachelor,Self-Employed,26172.0,12589.0,20.0,96.0,Monthly,0,Internet speed is very slow,0
10757,2021-01-26,64,Female,Quetta,Bachelor,Student,34451.0,8635.0,20.6,142.0,Monthly,3,Satisfied with the service,1
10758,2021-01-27,45,Female,Faisalabad,Bachelor,Employed,11745.0,3468.0,40.3,167.0,12-Month,1,Coverage is poor in my location,0
10759,2021-01-28,62,Female,Gujranwala,Bachelor,Employed,51925.0,5369.0,21.7,519.0,12-Month,1,Happy with data packages,0
10760,2021-01-29,28,Female,Quetta,Bachelor,Employed,16761.0,11585.0,17.9,89.0,6-Month,1,Happy with data packages,0
10761,2021-01-30,45,Female,Faisalabad,PhD,Employed,37535.0,8427.0,35.4,206.0,Monthly,1,Customer support was helpful,0
10762,2021-01-31,18,Male,Rawalpindi,Bachelor,Employed,53349.0,4179.0,11.2,335.0,Monthly,0,Customer support was helpful,0
10763,2021-02-01,39,Female,Islamabad,Bachelor,Employed,36952.0,5511.0,23.6,315.0,Monthly,0,Too expensive compared to competitors,0
10764,2021-02-02,43,Male,Multan,Master,Unemployed,22646.0,7246.0,11.4,221.0,12-Month,0,Happy with data packages,0
10765,2021-02-03,63,Female,Multan,Bachelor,Employed,22529.0,4646.0,15.4,102.0,12-Month,1,Satisfied with the service,0
10766,2021-02-04,21,Male,Hyderabad,Secondary,Employed,34872.0,7722.0,24.5,59.0,Monthly,2,Satisfied with the service,1
10767,2021-02-05,23,Female,Rawalpindi,Secondary,Employed,21140.0,2066.0,33.5,74.0,Monthly,1,Frequent call drops in my area,0
10768,2021-02-06,18,Male,Quetta,Secondary,Self-Employed,9768.0,11054.0,28.2,159.0,6-Month,2,Satisfied with the service,1
10769,2021-02-07,63,Female,Karachi,Bachelor,Employed,31764.0,7520.0,31.1,184.0,12-Month,1,Satisfied with the service,0
10770,2021-02-08,35,Male,Peshawar,Bachelor,Employed,41892.0,5837.0,11.9,94.0,12-Month,2,Internet speed is very slow,0
10771,2021-02-09,28,Male,Sialkot,Secondary,Employed,70307.0,1245.0,19.1,180.0,12-Month,0,Network quality is good overall,0
10772,2021-02-10,57,Male,Peshawar,Secondary,Self-Employed,35241.0,13752.0,24.3,184.0,12-Month,0,Network quality is good overall,0
10773,2021-02-11,41,Male,Gujranwala,Bachelor,Employed,19703.0,2727.0,10.5,91.0,6-Month,1,Service is unreliable during peak hours,0
10774,2021-02-12,57,Female,Multan,Bachelor,Self-Employed,48760.0,8854.0,29.4,132.0,12-Month,0,Coverage is poor in my location,0
10775,2021-02-13,20,Male,Sialkot,Primary,Student,16839.0,13137.0,11.4,79.0,6-Month,1,Happy with data packages,0
10776,2021-02-14,37,Female,Peshawar,Bachelor,Employed,8823.0,15108.0,18.9,226.0,Monthly,0,Internet speed is very slow,1
10777,2021-02-15,40,Male,Quetta,Master,Student,13842.0,4033.0,23.1,386.0,Monthly,1,Happy with data packages,1
10778,2021-02-16,30,Male,Multan,Bachelor,Employed,16151.0,4381.0,11.3,156.0,12-Month,4,Billing issues occurred multiple times,1
10779,2021-02-17,42,Male,Hyderabad,Master,Employed,33340.0,5820.0,1.2,97.0,Monthly,0,Internet speed is very slow,1
10780,2021-02-18,20,Male,Rawalpindi,Bachelor,Student,21939.0,2703.0,20.9,273.0,6-Month,1,Too expensive compared to competitors,0
10781,2021-02-19,25,Male,Peshawar,Master,Employed,11063.0,2337.0,22.2,203.0,12-Month,1,Too expensive compared to competitors,0
10782,2021-02-20,46,Male,Sialkot,Master,Employed,21027.0,20461.0,3.5,292.0,6-Month,1,Customer support was helpful,1
10783,2021-02-21,55,Male,Peshawar,Bachelor,Employed,29279.0,6309.0,13.1,120.0,Monthly,2,Service is unreliable during peak hours,1
10784,2021-02-22,25,Male,Hyderabad,Bachelor,Employed,80543.0,5604.0,31.7,164.0,6-Month,1,Frequent call drops in my area,0
10785,2021-02-23,68,Male,Quetta,Bachelor,Employed,30224.0,2803.0,30.6,26.0,6-Month,3,Customer support was helpful,1
10786,2021-02-24,59,Female,Karachi,Master,Unemployed,13343.0,8514.0,3.2,449.0,12-Month,1,Billing issues occurred multiple times,1
10787,2021-02-25,53,Female,Peshawar,Master,Self-Employed,13838.0,5171.0,35.4,294.0,Monthly,2,Billing issues occurred multiple times,1
10788,2021-02-26,50,Female,Hyderabad,Primary,Employed,12333.0,4270.0,21.4,160.0,6-Month,0,Internet speed is very slow,0
10789,2021-02-27,68,Female,Multan,Master,Self-Employed,41904.0,5091.0,9.5,48.0,6-Month,0,Satisfied with the service,0
10790,2021-02-28,43,Female,Quetta,Master,Student,36295.0,3080.0,14.7,177.0,6-Month,4,Internet speed is very slow,1
10791,2021-03-01,59,Male,Karachi,Bachelor,Employed,18728.0,10990.0,37.2,192.0,Monthly,4,Frequent call drops in my area,1
10792,2021-03-02,38,Female,Sialkot,Secondary,Employed,30497.0,2050.0,48.2,159.0,6-Month,1,Coverage is poor in my location,0
10793,2021-03-03,69,Male,Gujranwala,Bachelor,Self-Employed,34793.0,5280.0,13.3,168.0,Monthly,3,Customer support was helpful,1
10794,2021-03-04,23,Male,Gujranwala,Secondary,Employed,24074.0,10750.0,40.6,352.0,12-Month,0,Coverage is poor in my location,0
10795,2021-03-05,53,Female,Sialkot,Master,Employed,22212.0,10724.0,21.7,197.0,6-Month,1,Too expensive compared to competitors,0
10796,2021-03-06,33,Female,Multan,Bachelor,Self-Employed,13257.0,6606.0,4.0,176.0,Monthly,0,Too expensive compared to competitors,1
10797,2021-03-07,58,Male,Islamabad,Secondary,Unemployed,29474.0,9577.0,34.8,160.0,12-Month,2,Internet speed is very slow,0
10798,2021-03-08,22,Female,Multan,Master,Employed,25090.0,2066.0,34.2,197.0,12-Month,2,Satisfied with the service,0
10799,2021-03-09,45,Female,Gujranwala,Bachelor,Retired,13330.0,4348.0,32.6,120.0,Monthly,0,Service is unreliable during peak hours,0
10800,2021-03-10,26,Female,Rawalpindi,Bachelor,Self-Employed,28439.0,3702.0,7.6,149.0,Monthly,1,Customer support was helpful,0
10801,2021-03-11,19,Female,Hyderabad,Bachelor,Student,38073.0,6959.0,56.0,193.0,Monthly,0,Frequent call drops in my area,0
10802,2021-03-12,38,Female,Islamabad,Primary,Employed,37054.0,4833.0,21.5,146.0,12-Month,2,Satisfied with the service,0
10803,2021-03-13,20,Female,Peshawar,Master,Student,10946.0,6711.0,8.5,69.0,Monthly,1,Customer support was helpful,1
10804,2021-03-14,64,Female,Faisalabad,Secondary,Employed,26048.0,3233.0,12.3,64.0,Monthly,3,Coverage is poor in my location,1
10805,2021-03-15,61,Male,Islamabad,Bachelor,Employed,23182.0,4488.0,23.0,197.0,6-Month,3,Billing issues occurred multiple times,1
10806,2021-03-16,31,Male,Lahore,PhD,Employed,19543.0,12501.0,6.3,288.0,Monthly,3,Network quality is good overall,1
10807,2021-03-17,26,Female,Quetta,Primary,Employed,72697.0,4014.0,16.1,419.0,6-Month,0,Billing issues occurred multiple times,0
10808,2021-03-18,39,Male,Lahore,Secondary,Employed,41097.0,3907.0,3.8,186.0,12-Month,0,Happy with data packages,0
10809,2021-03-19,29,Female,Hyderabad,Secondary,Self-Employed,64173.0,8491.0,16.4,270.0,Monthly,0,Coverage is poor in my location,0
10810,2021-03-20,18,Male,Sialkot,Bachelor,Unemployed,16439.0,1985.0,13.7,216.0,6-Month,1,Network quality is good overall,0
10811,2021-03-21,28,Female,Gujranwala,Master,Employed,9029.0,7448.0,19.9,83.0,Monthly,1,Coverage is poor in my location,1
10812,2021-03-22,59,Female,Hyderabad,Master,Unemployed,30157.0,2306.0,20.2,57.0,Monthly,0,Happy with data packages,0
10813,2021-03-23,67,Male,Hyderabad,Secondary,Student,16456.0,3462.0,30.0,336.0,6-Month,0,Internet speed is very slow,0
10814,2021-03-24,51,Male,Peshawar,Bachelor,Unemployed,31925.0,6509.0,18.9,114.0,Monthly,0,Customer support was helpful,0
10815,2021-03-25,45,Male,Islamabad,Master,Unemployed,19862.0,5388.0,23.9,120.0,Monthly,1,Coverage is poor in my location,1
10816,2021-03-26,49,Male,Quetta,Primary,Self-Employed,24493.0,9296.0,23.6,124.0,6-Month,1,Service is unreliable during peak hours,0
10817,2021-03-27,29,Female,Islamabad,Bachelor,Unemployed,44344.0,2292.0,10.3,62.0,12-Month,0,Service is unreliable during peak hours,0
10818,2021-03-28,49,Female,Rawalpindi,Primary,Employed,14589.0,7094.0,38.3,150.0,12-Month,0,Network quality is good overall,0
